date,open,high,low,close,volume,vwap,factor
2023-01-03,6.76575302,6.9686374,6.615795,6.87160574,31967511.0,7.6838162792843026,1.0
2023-01-04,6.91571104,7.18034284,6.7922162,7.02156376,36490466.0,7.972533465590711,1.0
2023-01-05,7.02156376,7.18034284,6.73046878,6.82750044,40776351.0,7.7580095604925505,1.0
2023-01-06,6.7922162,7.056848,6.7922162,6.9245321,28836461.0,7.869193807797704,1.0
2023-01-09,6.94217422,7.4096904,6.94217422,7.17152178,48358923.0,8.162057754884243,1.0
2023-01-10,7.28619556,7.44497464,7.18034284,7.30383768,43379235.0,8.302762126395267,1.0
2023-01-11,7.22444814,7.39204828,7.22444814,7.29501662,25119290.0,8.303868430198465,1.0
2023-01-12,7.30383768,7.497901,7.18034284,7.19798496,29477197.0,8.268671012036863,1.0
2023-01-13,7.21562708,7.29501662,7.07449012,7.21562708,21819798.0,8.150698857065496,1.0
2023-01-16,7.26855344,7.39204828,7.25091132,7.34794298,28605152.0,8.306986301628461,1.0
2023-01-17,7.33030086,7.52436418,7.2773745,7.47143782,27638347.0,8.439395905623444,1.0
2023-01-18,7.48025888,7.66550114,7.4537957,7.56846948,27879101.0,8.596588356991855,1.0
2023-01-19,7.497901,7.64785902,7.3214798,7.62139584,35817510.0,8.496331229613672,1.0
2023-01-20,7.59493266,7.93013294,7.50672206,7.85956446,41449582.0,8.850664802602834,1.0
2023-01-30,7.938954,7.9830593,7.74489068,7.8066381,32728186.0,8.907693202428023,1.0
2023-01-31,7.78899598,7.97423824,7.73606962,7.938954,37425947.0,8.9482652000763,1.0
2023-02-01,7.97423824,8.04480672,7.91249082,7.96541718,26407549.0,9.053051745165748,1.0
2023-02-02,8.00952248,8.06244884,7.91249082,7.9830593,28141967.0,9.047110823134716,1.0
2023-02-03,7.92131188,7.93013294,7.75371174,7.92131188,34404260.0,8.882424443949674,1.0
2023-02-06,7.7625328,7.88602764,7.61257478,7.81545916,36705040.0,8.833977583459928,1.0
2023-02-07,7.96541718,7.9830593,7.73606962,7.82428022,26623878.0,8.886986505121456,1.0
